GeneID	2_NPC_DMSO	2a_NPC_EPZ	4_NPC_DMSO	4a_NPC_EPZ	5_NPC_DMSO	5a_NPC_EPZ
ENSMUSG00000083889.4	35	48	53	74	36	47
ENSMUSG00000083890.1	3	0	0	2	0	2
ENSMUSG00000083892.3	21	10	15	16	19	15
ENSMUSG00000083893.1	1	0	0	1	0	0
ENSMUSG00000083894.1	2	0	1	2	0	1
ENSMUSG00000083895.1	0	0	0	0	0	0
ENSMUSG00000083896.8	0	0	0	0	0	0
ENSMUSG00000083897.1	3	4	5	3	0	3
ENSMUSG00000083898.2	0	0	0	1	0	2
ENSMUSG00000083899.2	915	1105	806	1150	694	750
ENSMUSG00000083900.2	3	1	2	3	1	0
ENSMUSG00000083901.1	0	0	0	0	0	0
ENSMUSG00000083902.2	28	28	41	45	24	34
ENSMUSG00000083903.1	0	0	0	0	0	0
ENSMUSG00000083904.1	0	0	0	0	0	0
ENSMUSG00000083905.1	0	0	0	0	0	0
ENSMUSG00000083906.1	35	25	54	61	22	26
ENSMUSG00000083907.2	1	0	2	7	0	0
ENSMUSG00000083908.1	0	0	0	0	0	0
ENSMUSG00000083909.1	6	1	2	1	2	0
ENSMUSG00000083910.1	2	0	1	0	2	0
ENSMUSG00000083911.1	16	19	15	19	12	7
ENSMUSG00000083912.1	5	4	1	2	2	0
ENSMUSG00000083913.1	0	0	0	0	0	0
ENSMUSG00000083914.3	29	27	22	23	17	17
ENSMUSG00000083915.1	0	0	0	0	0	1
ENSMUSG00000083916.2	0	0	0	0	0	0
ENSMUSG00000083917.1	0	9	0	2	0	1
ENSMUSG00000083918.1	0	0	0	0	0	0
ENSMUSG00000083919.1	0	0	0	0	0	0
ENSMUSG00000083920.1	0	1	0	0	0	0
ENSMUSG00000083921.2	5	2	6	9	7	3
ENSMUSG00000083922.1	1	1	0	0	1	1
ENSMUSG00000083923.1	0	0	0	0	0	0
ENSMUSG00000083924.1	0	0	0	0	0	0
ENSMUSG00000083925.1	0	0	0	0	0	0
ENSMUSG00000083926.1	3	0	0	1	0	0
ENSMUSG00000083927.1	0	0	0	0	0	0
ENSMUSG00000083928.1	0	2	2	2	1	1
ENSMUSG00000083929.3	4	7	4	3	7	7
ENSMUSG00000083930.1	0	1	2	1	0	0
ENSMUSG00000083931.1	0	0	0	0	0	0
ENSMUSG00000083932.1	0	0	0	0	0	0
ENSMUSG00000083933.1	3	1	0	1	0	0
ENSMUSG00000083934.1	2	1	0	0	4	2
ENSMUSG00000083935.1	6	7	3	9	8	8
ENSMUSG00000083936.1	1	0	0	2	1	0
ENSMUSG00000083937.3	1	2	5	3	2	2
ENSMUSG00000083938.2	0	0	0	0	0	0
ENSMUSG00000083939.1	0	0	0	0	0	0
ENSMUSG00000083940.3	0	0	0	0	0	0
ENSMUSG00000083941.1	0	0	0	0	0	0
ENSMUSG00000083942.4	0	0	0	0	0	0
ENSMUSG00000083943.1	0	0	0	0	0	0
ENSMUSG00000083944.1	0	0	0	0	0	0
ENSMUSG00000083945.1	0	0	0	0	0	0
ENSMUSG00000083946.1	0	0	0	0	0	0
ENSMUSG00000083947.5	0	0	0	0	0	0
ENSMUSG00000083948.1	0	0	0	0	0	0
ENSMUSG00000083949.1	0	0	0	0	0	0
ENSMUSG00000083950.1	0	0	0	0	0	0
ENSMUSG00000083951.1	1	1	1	3	0	0
ENSMUSG00000083953.1	7	5	4	4	0	2
ENSMUSG00000083954.1	0	0	0	0	0	0
ENSMUSG00000083955.1	0	0	0	1	0	0
ENSMUSG00000083956.1	0	1	0	0	0	0
ENSMUSG00000083957.1	0	0	0	0	0	0
ENSMUSG00000083958.1	0	0	0	0	0	0
ENSMUSG00000083960.1	2	2	3	4	1	0
ENSMUSG00000083961.1	0	0	0	0	0	0
ENSMUSG00000083962.1	0	0	0	0	1	1
ENSMUSG00000083963.1	0	0	0	0	0	0
ENSMUSG00000083964.1	32	40	69	80	44	44
ENSMUSG00000083966.1	0	0	0	0	0	0
ENSMUSG00000083967.1	0	0	0	0	0	0
ENSMUSG00000083969.1	1	0	0	0	0	0
ENSMUSG00000083970.1	0	0	0	0	0	0
ENSMUSG00000083971.3	1	3	2	5	3	2
ENSMUSG00000083972.1	0	0	0	0	0	0
ENSMUSG00000083973.1	0	0	0	0	0	2
ENSMUSG00000083974.1	7	7	5	6	8	3
ENSMUSG00000083975.1	0	0	0	0	0	0
ENSMUSG00000083976.1	0	0	0	0	0	0
ENSMUSG00000083977.3	0	0	0	0	0	0
ENSMUSG00000083978.1	0	0	0	1	0	0
ENSMUSG00000083979.1	0	0	0	1	0	0
ENSMUSG00000083981.4	0	0	0	0	0	0
ENSMUSG00000083982.1	0	3	5	2	2	0
ENSMUSG00000083983.1	0	0	0	0	0	0
ENSMUSG00000083985.3	0	1	0	2	0	1
ENSMUSG00000083986.1	0	0	0	0	0	0
ENSMUSG00000083987.1	0	0	0	0	0	0
ENSMUSG00000083988.1	1	1	0	4	0	3
ENSMUSG00000083989.2	0	0	0	0	0	0
ENSMUSG00000083990.1	1	1	0	2	0	0
ENSMUSG00000083991.1	0	0	0	0	0	0
ENSMUSG00000083992.1	539	549	604	576	438	452
ENSMUSG00000083993.1	10	11	6	8	10	10
ENSMUSG00000083994.1	0	2	0	0	0	0
ENSMUSG00000083995.1	0	0	0	0	0	0
ENSMUSG00000083996.1	0	0	0	2	0	0
ENSMUSG00000083997.1	0	0	0	0	0	0
ENSMUSG00000083998.1	0	0	0	0	0	0
ENSMUSG00000083999.1	0	0	0	0	0	0
ENSMUSG00000084000.1	0	0	0	0	0	0
ENSMUSG00000084001.1	0	0	0	0	0	0
ENSMUSG00000084004.1	0	0	0	0	0	0
ENSMUSG00000084006.1	0	0	1	1	0	0
ENSMUSG00000084007.3	0	0	0	0	0	0
ENSMUSG00000084009.1	8	10	2	1	0	2
ENSMUSG00000084010.1	0	0	0	0	0	0
ENSMUSG00000084011.1	0	0	0	2	0	0
ENSMUSG00000084012.1	2	0	0	0	0	0
ENSMUSG00000084013.1	110	138	111	149	79	101
ENSMUSG00000084014.3	0	0	0	0	0	0
ENSMUSG00000084015.1	0	0	0	0	1	0
ENSMUSG00000084017.1	2	7	2	4	1	1
ENSMUSG00000084018.1	0	0	0	0	0	0
ENSMUSG00000084019.1	0	0	0	0	0	0
ENSMUSG00000084020.3	13	25	9	22	21	17
ENSMUSG00000084021.1	1	2	2	2	0	0
ENSMUSG00000084022.1	1	0	0	0	0	0
ENSMUSG00000084024.1	2	3	5	4	0	5
ENSMUSG00000084025.1	1	2	2	0	0	0
ENSMUSG00000084026.1	0	0	0	0	0	0
ENSMUSG00000084027.1	0	0	0	0	0	0
ENSMUSG00000084028.1	1	1	1	2	0	0
ENSMUSG00000084029.1	0	0	0	0	0	3
ENSMUSG00000084030.1	0	0	0	0	0	0
ENSMUSG00000084031.1	0	0	0	0	0	0
ENSMUSG00000084032.1	0	0	0	0	0	0
ENSMUSG00000084033.3	21	14	17	21	15	12
ENSMUSG00000084034.1	5	18	0	6	0	1
ENSMUSG00000084038.2	2	1	3	0	1	1
ENSMUSG00000084039.1	1	0	0	0	0	0
ENSMUSG00000084041.1	0	0	0	0	0	0
ENSMUSG00000084043.1	0	0	0	0	0	0
ENSMUSG00000084044.1	0	0	0	0	0	0
ENSMUSG00000084045.1	0	0	0	0	0	0
ENSMUSG00000084046.1	0	0	0	0	0	0
ENSMUSG00000084047.1	0	0	0	0	0	0
ENSMUSG00000084048.1	3	1	1	0	0	0
ENSMUSG00000084050.3	1	1	0	0	1	2
ENSMUSG00000084052.1	1	0	0	1	0	0
ENSMUSG00000084053.1	0	0	0	0	0	0
ENSMUSG00000084054.1	0	0	0	0	0	0
ENSMUSG00000084055.1	0	0	0	0	0	0
ENSMUSG00000084056.2	0	0	0	0	0	0
ENSMUSG00000084057.1	0	0	0	0	0	0
ENSMUSG00000084058.1	1	0	2	0	3	2
ENSMUSG00000084059.1	0	0	0	0	0	0
ENSMUSG00000084060.3	2	2	2	1	0	3
ENSMUSG00000084061.1	0	0	0	0	0	0
ENSMUSG00000084063.1	0	0	0	0	0	0
ENSMUSG00000084064.1	2	0	0	1	1	1
ENSMUSG00000084065.1	0	0	0	0	0	0
ENSMUSG00000084066.1	0	0	1	1	0	0
ENSMUSG00000084067.3	52	61	48	76	48	59
ENSMUSG00000084068.1	0	0	0	0	0	0
ENSMUSG00000084069.1	1	1	1	1	0	1
ENSMUSG00000084070.1	0	0	0	0	0	0
ENSMUSG00000084071.1	4	4	5	5	2	0
ENSMUSG00000084072.1	0	0	0	0	0	0
ENSMUSG00000084073.1	0	0	0	0	0	0
ENSMUSG00000084074.1	0	0	0	0	0	0
ENSMUSG00000084076.1	0	0	0	0	0	0
ENSMUSG00000084077.1	0	0	0	0	2	0
ENSMUSG00000084078.2	0	0	0	0	0	0
ENSMUSG00000084079.1	0	0	0	0	0	0
ENSMUSG00000084080.1	0	0	0	0	0	0
ENSMUSG00000084081.3	2	4	5	5	0	3
ENSMUSG00000084082.1	0	0	0	0	0	0
ENSMUSG00000084083.1	1	2	0	5	1	1
ENSMUSG00000084085.2	4	0	4	1	4	0
ENSMUSG00000084086.1	3	1	0	0	0	0
ENSMUSG00000084087.1	2	0	6	8	2	4
ENSMUSG00000084088.1	12	16	18	38	22	16
ENSMUSG00000084089.1	0	0	0	0	0	0
ENSMUSG00000084090.1	0	0	0	0	0	0
ENSMUSG00000084092.1	0	0	0	0	0	0
ENSMUSG00000084093.1	28	38	32	43	41	26
ENSMUSG00000084094.1	11	3	7	2	3	1
ENSMUSG00000084095.1	0	0	0	0	0	0
ENSMUSG00000084096.1	0	0	0	1	0	0
ENSMUSG00000084097.1	0	0	0	0	0	0
ENSMUSG00000084098.1	11	12	16	9	12	11
ENSMUSG00000084099.1	9	14	10	27	12	10
ENSMUSG00000084101.1	0	0	0	1	0	1
ENSMUSG00000084102.2	0	0	0	0	0	0
ENSMUSG00000084103.1	0	0	0	0	0	0
ENSMUSG00000084104.1	7	5	4	10	2	5
ENSMUSG00000084105.1	8	6	6	7	6	13
ENSMUSG00000084106.4	497	576	454	600	348	386
ENSMUSG00000084107.1	0	0	0	0	0	0
ENSMUSG00000084108.2	0	1	0	0	0	1
ENSMUSG00000084110.4	0	1	0	0	0	0
ENSMUSG00000084111.4	257	342	301	438	176	186
ENSMUSG00000084112.1	0	0	0	0	0	0
ENSMUSG00000084113.1	28	29	23	34	17	22
ENSMUSG00000084114.1	0	0	0	0	0	0
ENSMUSG00000084115.1	0	0	0	0	0	0
ENSMUSG00000084116.1	0	2	0	0	1	0
ENSMUSG00000084117.3	0	0	0	0	0	0
ENSMUSG00000084118.1	0	0	0	0	0	0
ENSMUSG00000084119.1	0	0	1	0	0	0
ENSMUSG00000084120.1	0	0	0	0	0	0
ENSMUSG00000084123.1	2	12	13	22	0	5
ENSMUSG00000084124.1	3	2	0	2	6	0
ENSMUSG00000084125.1	8	2	2	7	4	4
ENSMUSG00000084126.1	0	0	0	0	0	0
ENSMUSG00000084127.1	17	25	18	27	6	4
ENSMUSG00000084128.10	160	203	914	1092	131	127
ENSMUSG00000084129.1	17	14	8	14	7	13
ENSMUSG00000084130.1	0	0	0	0	0	0
ENSMUSG00000084131.1	86	131	104	121	81	82
ENSMUSG00000084132.2	0	1	0	3	0	1
ENSMUSG00000084133.1	16	15	17	29	14	6
ENSMUSG00000084134.1	0	0	0	0	0	0
ENSMUSG00000084135.4	0	0	0	0	0	0
ENSMUSG00000084136.3	0	0	0	0	0	0
ENSMUSG00000084137.1	1	1	2	3	1	0
ENSMUSG00000084138.1	0	0	0	0	0	0
ENSMUSG00000084139.1	1	1	0	1	0	3
ENSMUSG00000084140.1	0	0	0	0	0	0
ENSMUSG00000084142.1	1	1	3	2	1	1
ENSMUSG00000084143.1	0	0	0	0	0	0
ENSMUSG00000084144.1	0	0	0	0	0	0
ENSMUSG00000084145.3	45	74	40	62	50	50
ENSMUSG00000084146.1	3	3	5	4	3	7
ENSMUSG00000084147.1	0	0	0	0	0	0
ENSMUSG00000084148.1	1	3	1	3	4	3
ENSMUSG00000084149.1	7	5	20	7	3	12
ENSMUSG00000084150.1	0	0	0	0	0	0
ENSMUSG00000084151.1	0	0	0	0	0	0
ENSMUSG00000084152.1	0	0	0	0	0	0
ENSMUSG00000084153.2	5	0	0	3	1	1
ENSMUSG00000084154.1	0	0	0	1	0	1
ENSMUSG00000084155.1	0	0	0	0	0	0
ENSMUSG00000084157.2	1	0	0	1	0	0
ENSMUSG00000084158.1	0	0	0	0	0	0
ENSMUSG00000084159.1	66	108	78	111	75	103
ENSMUSG00000084160.1	0	0	0	0	0	0
ENSMUSG00000084161.1	0	0	0	0	0	0
ENSMUSG00000084162.1	0	0	0	0	2	0
ENSMUSG00000084163.1	0	0	0	0	0	0
ENSMUSG00000084164.1	1	0	0	0	0	0
ENSMUSG00000084166.1	97	78	85	92	86	69
ENSMUSG00000084167.1	0	0	0	0	0	0
ENSMUSG00000084168.3	82	136	90	142	85	95
ENSMUSG00000084169.1	2	1	0	1	0	2
ENSMUSG00000084170.1	2	3	1	2	1	1
ENSMUSG00000084171.1	0	0	1	0	0	0
ENSMUSG00000084172.1	0	0	0	0	0	0
ENSMUSG00000084173.1	0	0	0	0	0	0
ENSMUSG00000084174.3	2	3	2	2	0	0
ENSMUSG00000084175.1	0	0	0	0	0	0
ENSMUSG00000084177.1	0	0	0	0	0	0
ENSMUSG00000084178.1	1	1	1	0	0	0
ENSMUSG00000084179.1	0	0	0	0	0	1
ENSMUSG00000084180.1	0	0	0	0	0	0
ENSMUSG00000084181.1	0	0	0	0	0	0
ENSMUSG00000084182.1	0	0	0	0	0	0
ENSMUSG00000084183.1	3	4	4	3	1	2
ENSMUSG00000084184.1	1	2	3	2	0	1
ENSMUSG00000084185.1	0	1	0	0	0	0
ENSMUSG00000084186.1	0	1	0	0	0	1
ENSMUSG00000084188.1	1	0	0	0	0	0
ENSMUSG00000084189.1	0	0	0	0	0	0
ENSMUSG00000084190.1	0	0	0	0	0	0
ENSMUSG00000084191.1	0	0	0	0	0	0
ENSMUSG00000084192.1	0	2	1	1	0	0
ENSMUSG00000084193.1	6	4	10	2	6	4
ENSMUSG00000084195.1	0	0	0	0	0	0
ENSMUSG00000084196.1	1	0	0	0	0	0
ENSMUSG00000084197.1	2	3	2	2	3	4
ENSMUSG00000084198.1	0	2	0	0	0	0
ENSMUSG00000084199.1	0	0	0	0	0	0
ENSMUSG00000084200.1	0	0	0	0	0	0
ENSMUSG00000084201.1	0	0	0	0	0	0
ENSMUSG00000084202.1	1	3	0	2	0	1
ENSMUSG00000084203.1	0	0	0	0	0	0
ENSMUSG00000084204.2	0	0	0	0	0	0
ENSMUSG00000084205.1	0	0	1	0	0	1
ENSMUSG00000084206.1	0	0	0	0	0	0
ENSMUSG00000084207.1	0	0	0	0	0	0
ENSMUSG00000084208.1	1	1	0	0	0	1
ENSMUSG00000084209.1	0	0	0	0	0	0
ENSMUSG00000084210.1	0	0	0	0	0	0
ENSMUSG00000084211.1	0	0	0	0	1	0
ENSMUSG00000084212.1	0	0	0	0	0	0
ENSMUSG00000084213.1	0	0	0	0	0	0
ENSMUSG00000084214.1	0	0	0	0	0	0
ENSMUSG00000084215.3	5	6	8	3	11	10
ENSMUSG00000084216.1	3	3	2	7	2	4
ENSMUSG00000084217.2	5	6	10	3	2	3
ENSMUSG00000084218.1	0	0	0	0	0	0
ENSMUSG00000084219.1	0	0	0	0	0	0
ENSMUSG00000084220.1	0	2	3	0	0	2
ENSMUSG00000084221.1	6	10	6	7	2	4
ENSMUSG00000084222.1	1	0	0	0	0	0
ENSMUSG00000084223.1	0	0	0	0	0	0
ENSMUSG00000084224.1	4	10	2	4	0	5
ENSMUSG00000084226.1	0	0	0	0	0	0
ENSMUSG00000084228.1	0	0	0	0	0	0
ENSMUSG00000084230.1	12	22	18	22	10	6
ENSMUSG00000084231.1	0	0	0	0	0	0
ENSMUSG00000084234.2	0	0	1	0	0	0
ENSMUSG00000084235.2	149	166	178	214	128	139
ENSMUSG00000084236.2	0	0	0	0	0	0
ENSMUSG00000084237.1	0	0	0	0	0	0
ENSMUSG00000084238.1	0	0	0	0	0	0
ENSMUSG00000084239.1	0	0	0	0	0	0
ENSMUSG00000084240.1	1	4	0	2	1	1
ENSMUSG00000084241.1	86	102	77	167	77	87
ENSMUSG00000084243.1	0	0	0	0	0	0
ENSMUSG00000084244.1	0	0	0	0	0	0
ENSMUSG00000084245.1	0	0	0	0	0	0
ENSMUSG00000084246.1	0	0	0	0	0	0
ENSMUSG00000084247.1	0	0	0	0	0	0
ENSMUSG00000084248.1	0	0	0	0	0	0
ENSMUSG00000084249.1	7	10	4	13	0	4
ENSMUSG00000084250.1	0	0	2	0	0	0
ENSMUSG00000084251.1	0	0	0	0	0	0
ENSMUSG00000084252.1	0	0	0	0	0	0
ENSMUSG00000084253.1	0	0	0	0	0	0
ENSMUSG00000084254.1	0	0	0	0	0	0
ENSMUSG00000084256.1	0	0	0	0	0	0
ENSMUSG00000084257.1	1	0	0	0	0	0
ENSMUSG00000084259.1	0	0	0	0	0	0
ENSMUSG00000084260.1	29	27	27	32	22	29
ENSMUSG00000084261.1	0	0	2	0	0	0
ENSMUSG00000084262.5	0	0	0	0	0	0
ENSMUSG00000084264.1	1	3	4	4	3	2
ENSMUSG00000084265.1	1	4	6	5	5	3
ENSMUSG00000084267.1	0	0	0	0	0	0
ENSMUSG00000084269.1	0	0	0	1	0	0
ENSMUSG00000084270.1	0	0	0	0	0	0
ENSMUSG00000084271.1	0	0	0	0	0	0
ENSMUSG00000084272.1	0	1	1	0	0	0
ENSMUSG00000084273.1	0	0	0	0	0	0
ENSMUSG00000084274.2	29	53	32	37	18	17
ENSMUSG00000084275.3	2	0	0	0	0	2
ENSMUSG00000084276.1	13	16	7	11	1	6
ENSMUSG00000084277.1	17	19	11	20	17	16
ENSMUSG00000084278.1	0	0	0	0	0	0
ENSMUSG00000084279.1	3	1	0	3	0	1
ENSMUSG00000084280.1	0	3	1	0	1	1
ENSMUSG00000084281.1	0	0	0	0	0	0
ENSMUSG00000084282.1	0	0	0	0	0	0
ENSMUSG00000084283.1	0	1	0	0	0	0
ENSMUSG00000084284.1	111	128	123	158	115	111
ENSMUSG00000084285.1	0	0	0	0	0	0
ENSMUSG00000084286.1	0	0	0	0	0	0
ENSMUSG00000084287.1	0	0	0	1	1	0
ENSMUSG00000084288.1	0	1	3	1	0	2
ENSMUSG00000084289.1	7	7	3	2	2	4
ENSMUSG00000084291.3	1	6	1	6	5	6
ENSMUSG00000084292.1	2	0	0	0	1	0
ENSMUSG00000084293.1	0	0	0	0	0	0
ENSMUSG00000084294.1	0	0	0	0	0	0
ENSMUSG00000084295.2	0	0	0	0	0	0
ENSMUSG00000084296.1	0	0	0	0	0	0
ENSMUSG00000084297.1	0	0	0	0	0	0
ENSMUSG00000084298.1	0	0	0	0	0	0
ENSMUSG00000084299.3	0	1	0	0	0	0
ENSMUSG00000084300.1	0	0	0	0	0	0
ENSMUSG00000084301.1	2	2	3	2	0	0
ENSMUSG00000084302.1	2	0	1	1	0	2
ENSMUSG00000084303.1	0	0	1	2	0	0
ENSMUSG00000084304.1	17	27	19	29	23	27
ENSMUSG00000084305.1	0	0	0	0	0	0
ENSMUSG00000084306.1	6	3	2	4	3	5
ENSMUSG00000084307.1	0	0	0	0	0	0
ENSMUSG00000084308.1	0	0	0	0	0	0
ENSMUSG00000084309.1	0	0	0	0	0	0
ENSMUSG00000084310.1	1	1	2	4	0	2
ENSMUSG00000084311.1	0	0	0	0	0	0
ENSMUSG00000084312.1	0	0	0	0	0	0
ENSMUSG00000084313.1	0	0	0	0	1	0
ENSMUSG00000084314.1	51	70	50	54	38	44
ENSMUSG00000084315.1	0	2	0	0	0	0
ENSMUSG00000084316.1	0	0	0	0	0	0
ENSMUSG00000084318.1	0	0	0	0	0	0
ENSMUSG00000084319.3	2872	3688	3057	3920	2522	2790
ENSMUSG00000084320.2	0	1	0	0	0	0
ENSMUSG00000084323.4	41	62	43	82	43	41
ENSMUSG00000084324.1	0	0	0	0	0	0
ENSMUSG00000084325.2	0	0	1	0	1	0
ENSMUSG00000084326.1	0	0	0	0	0	0
ENSMUSG00000084327.1	0	0	0	0	0	0
ENSMUSG00000084328.1	32	42	15	61	27	16
ENSMUSG00000084329.1	24	15	18	29	11	16
ENSMUSG00000084330.1	14	10	3	1	2	1
ENSMUSG00000084331.1	3	10	5	8	8	3
ENSMUSG00000084332.1	0	0	0	0	0	0
ENSMUSG00000084333.1	4	1	7	7	4	5
ENSMUSG00000084334.1	0	0	0	0	0	0
ENSMUSG00000084335.1	0	0	1	2	0	0
ENSMUSG00000084336.2	0	0	0	0	0	0
ENSMUSG00000084337.1	0	0	0	0	0	0
ENSMUSG00000084338.5	0	0	0	0	0	0
ENSMUSG00000084339.1	0	1	2	0	0	0
ENSMUSG00000084340.1	9	7	4	9	5	7
ENSMUSG00000084341.1	5	6	5	2	1	0
ENSMUSG00000084342.1	13	12	13	10	13	17
ENSMUSG00000084343.1	0	0	0	0	0	0
ENSMUSG00000084344.1	0	0	0	0	0	0
ENSMUSG00000084345.3	297	390	329	450	203	270
ENSMUSG00000084346.4	0	0	0	0	0	1
ENSMUSG00000084347.3	37	42	32	54	30	35
ENSMUSG00000084348.1	2	1	1	1	2	2
ENSMUSG00000084349.3	1143	1315	1114	1264	833	949
ENSMUSG00000084350.1	771	857	506	562	243	279
ENSMUSG00000084351.1	0	0	0	0	0	0
ENSMUSG00000084352.1	0	0	0	0	0	0
ENSMUSG00000084353.1	21	20	35	40	13	29
ENSMUSG00000084355.1	0	0	0	0	0	0
ENSMUSG00000084356.2	0	0	0	0	0	0
ENSMUSG00000084357.1	0	0	0	0	0	0
ENSMUSG00000084358.1	0	0	0	0	0	0
ENSMUSG00000084359.1	0	0	0	0	0	0
ENSMUSG00000084360.1	0	0	0	0	0	0
ENSMUSG00000084361.1	0	0	0	0	0	0
ENSMUSG00000084362.1	2	0	0	4	1	4
ENSMUSG00000084363.1	0	0	0	0	0	0
ENSMUSG00000084366.1	0	0	0	0	0	0
ENSMUSG00000084367.3	0	0	0	0	0	0
ENSMUSG00000084368.1	0	0	0	1	2	0
ENSMUSG00000084369.1	0	0	0	0	0	0
ENSMUSG00000084370.3	2	4	1	1	1	1
ENSMUSG00000084371.1	0	0	0	0	0	0
ENSMUSG00000084372.1	2	3	3	8	2	1
ENSMUSG00000084373.1	0	1	1	2	1	3
ENSMUSG00000084374.1	0	0	0	0	0	0
ENSMUSG00000084375.1	1	0	1	3	2	5
ENSMUSG00000084376.1	0	0	0	0	0	0
ENSMUSG00000084377.1	0	0	0	0	0	0
ENSMUSG00000084378.1	0	0	0	1	0	0
ENSMUSG00000084379.1	0	0	0	0	0	0
ENSMUSG00000084380.1	0	0	0	0	0	0
ENSMUSG00000084381.1	74	88	68	104	52	52
ENSMUSG00000084382.1	0	0	0	0	0	0
ENSMUSG00000084383.1	4	9	4	4	4	6
ENSMUSG00000084384.3	57	71	63	69	47	69
ENSMUSG00000084385.1	0	0	0	0	0	0
ENSMUSG00000084386.1	0	1	0	0	0	0
ENSMUSG00000084387.4	0	0	0	0	0	0
ENSMUSG00000084390.1	2	1	1	1	1	0
ENSMUSG00000084391.1	0	0	0	0	0	0
ENSMUSG00000084392.1	0	0	0	0	0	0
ENSMUSG00000084393.1	0	0	0	0	0	0
ENSMUSG00000084394.1	0	0	0	0	0	0
ENSMUSG00000084395.1	0	0	0	0	0	0
ENSMUSG00000084396.1	0	0	0	0	0	0
ENSMUSG00000084397.1	0	1	0	0	0	0
ENSMUSG00000084399.2	1	0	3	9	2	8
ENSMUSG00000084400.1	0	0	0	0	0	0
ENSMUSG00000084401.1	4	9	2	9	1	1
ENSMUSG00000084403.1	1	1	3	2	0	1
ENSMUSG00000084404.1	0	1	0	0	1	0
ENSMUSG00000084405.2	0	0	0	0	0	0
ENSMUSG00000084407.1	1	3	0	2	1	2
ENSMUSG00000084408.1	74	46	53	44	33	27
ENSMUSG00000084411.2	5	13	3	17	10	15
ENSMUSG00000084412.1	0	0	0	0	0	0
ENSMUSG00000084413.1	3	1	0	2	1	0
ENSMUSG00000084414.3	0	0	0	0	0	0
ENSMUSG00000084415.1	0	0	0	0	0	0
ENSMUSG00000084416.3	1438	1763	1295	1612	970	970
ENSMUSG00000084417.1	0	0	0	0	0	1
ENSMUSG00000084418.1	0	0	0	0	0	0
ENSMUSG00000084419.1	0	0	0	0	0	0
ENSMUSG00000084421.1	47	49	42	68	44	42
ENSMUSG00000084422.1	33	30	28	30	30	28
ENSMUSG00000084423.1	0	0	1	1	0	0
ENSMUSG00000084425.1	0	0	0	0	0	0
ENSMUSG00000084426.1	0	0	0	0	0	0
ENSMUSG00000084428.1	0	0	0	0	0	0
ENSMUSG00000084431.1	0	0	0	0	0	0
ENSMUSG00000084432.1	0	0	0	0	0	0
ENSMUSG00000084433.1	37	44	32	32	25	25
ENSMUSG00000084435.1	0	0	0	0	0	0
ENSMUSG00000084437.1	0	0	0	0	0	0
ENSMUSG00000084439.1	0	0	0	0	0	0
ENSMUSG00000084440.1	0	0	0	0	0	0
ENSMUSG00000084441.1	0	0	0	0	0	0
ENSMUSG00000084442.1	0	4	0	0	0	0
ENSMUSG00000084443.1	0	0	0	0	0	0
ENSMUSG00000084444.1	0	0	0	0	0	0
ENSMUSG00000084445.1	1	0	0	0	0	0
ENSMUSG00000084446.1	0	0	0	0	0	0
ENSMUSG00000084447.1	0	0	0	0	0	0
ENSMUSG00000084448.1	0	0	0	0	0	0
ENSMUSG00000084449.1	1	3	0	0	0	0
ENSMUSG00000084450.1	0	0	0	0	0	0
ENSMUSG00000084451.1	0	0	0	0	0	0
ENSMUSG00000084452.1	0	0	0	0	0	0
ENSMUSG00000084453.1	0	0	1	2	0	0
ENSMUSG00000084454.1	0	0	0	0	0	0
ENSMUSG00000084456.1	0	0	0	0	0	0
ENSMUSG00000084457.1	0	0	0	0	0	0
ENSMUSG00000084458.1	1	0	0	0	1	0
ENSMUSG00000084459.1	3	0	1	1	0	1
ENSMUSG00000084460.1	0	0	0	0	0	0
ENSMUSG00000084461.1	0	0	0	0	0	0
ENSMUSG00000084462.1	0	0	0	0	0	0
ENSMUSG00000084463.1	0	0	0	0	0	0
ENSMUSG00000084465.1	0	0	0	0	0	0
ENSMUSG00000084466.1	0	0	0	0	0	0
ENSMUSG00000084467.1	0	1	0	0	0	0
ENSMUSG00000084468.1	0	0	0	0	0	0
ENSMUSG00000084469.1	0	0	0	0	0	0
ENSMUSG00000084472.1	0	0	0	0	0	0
ENSMUSG00000084473.1	0	0	0	0	0	0
ENSMUSG00000084474.1	0	0	0	0	0	0
ENSMUSG00000084475.1	0	1	0	0	0	0
ENSMUSG00000084476.1	0	0	0	0	0	0
ENSMUSG00000084477.1	7	6	3	8	2	3
ENSMUSG00000084478.1	3	2	3	4	1	0
ENSMUSG00000084479.1	0	0	0	0	0	0
ENSMUSG00000084480.1	0	0	0	0	0	0
ENSMUSG00000084484.1	0	0	0	0	0	0
ENSMUSG00000084485.1	0	0	0	0	0	0
ENSMUSG00000084487.1	0	0	0	0	0	0
ENSMUSG00000084492.1	0	0	0	0	0	0
ENSMUSG00000084493.1	0	0	2	1	0	0
ENSMUSG00000084496.1	0	0	0	0	0	0
ENSMUSG00000084497.1	10	3	6	10	9	3
ENSMUSG00000084498.1	0	0	1	1	0	0
ENSMUSG00000084500.1	0	0	0	0	0	0
ENSMUSG00000084501.1	0	0	0	0	0	0
ENSMUSG00000084502.1	0	0	0	0	0	0
ENSMUSG00000084503.1	0	0	0	0	0	0
ENSMUSG00000084504.1	0	2	2	0	0	2
