GeneID	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	mESC_EPZ_rep1	mESC_EPZ_rep2	mESC_EPZ_rep3
ENSMUSG00000112194.1	0	0	0	0	0	0
ENSMUSG00000112195.1	36	26	42	20	15	38
ENSMUSG00000112196.1	6	7	6	5	9	9
ENSMUSG00000112197.1	0	0	0	0	0	0
ENSMUSG00000112198.1	0	0	0	0	0	0
ENSMUSG00000112199.1	0	0	0	0	0	0
ENSMUSG00000112200.1	0	0	0	0	0	0
ENSMUSG00000112201.1	0	0	0	0	0	0
ENSMUSG00000112202.1	0	0	0	0	0	0
ENSMUSG00000112203.1	2	0	0	0	0	1
ENSMUSG00000112204.1	0	0	0	1	0	0
ENSMUSG00000112205.1	0	1	0	0	0	0
ENSMUSG00000112206.1	0	0	0	0	0	0
ENSMUSG00000112207.1	0	0	0	0	0	0
ENSMUSG00000112208.1	0	0	0	0	0	0
ENSMUSG00000112209.1	0	0	0	0	0	0
ENSMUSG00000112210.1	0	0	0	0	0	0
ENSMUSG00000112211.1	0	0	0	0	3	0
ENSMUSG00000112212.1	0	0	0	0	0	0
ENSMUSG00000112213.1	0	0	0	0	0	0
ENSMUSG00000112214.1	0	0	0	0	0	0
ENSMUSG00000112215.1	0	0	0	0	0	0
ENSMUSG00000112216.1	3	3	1	1	4	2
ENSMUSG00000112217.1	0	0	0	0	0	0
ENSMUSG00000112218.1	9	3	3	12	2	5
ENSMUSG00000112219.1	1	0	0	0	0	0
ENSMUSG00000112220.1	4	13	7	8	13	7
ENSMUSG00000112221.1	0	0	0	0	0	0
ENSMUSG00000112222.1	1	2	1	3	3	1
ENSMUSG00000112223.1	0	0	0	0	0	0
ENSMUSG00000112224.1	0	0	0	0	0	0
ENSMUSG00000112225.1	0	0	0	0	0	0
ENSMUSG00000112226.1	0	2	0	1	0	0
ENSMUSG00000112227.1	256	586	78	193	369	117
ENSMUSG00000112228.1	0	0	0	1	0	0
ENSMUSG00000112229.1	102	74	75	58	79	87
ENSMUSG00000112230.1	0	0	0	0	0	0
ENSMUSG00000112231.1	0	0	0	0	0	0
ENSMUSG00000112232.1	1	1	0	0	0	1
ENSMUSG00000112233.1	0	0	0	0	0	0
ENSMUSG00000112234.1	3	8	1	1	13	0
ENSMUSG00000112235.1	0	0	0	0	0	0
ENSMUSG00000112236.1	0	0	0	0	0	0
ENSMUSG00000112237.1	144	100	110	76	55	130
ENSMUSG00000112238.1	0	0	0	0	0	0
ENSMUSG00000112239.1	35	33	13	22	26	37
ENSMUSG00000112240.1	0	0	0	0	0	0
ENSMUSG00000112241.1	2	1	0	1	0	0
ENSMUSG00000112242.1	2	6	4	2	6	0
ENSMUSG00000112243.1	20	6	31	12	8	14
ENSMUSG00000112244.1	1	0	0	0	0	1
ENSMUSG00000112245.1	0	0	0	0	0	0
ENSMUSG00000112246.1	0	0	0	1	0	2
ENSMUSG00000112247.1	0	1	1	0	0	2
ENSMUSG00000112248.1	3	0	1	4	2	4
ENSMUSG00000112249.1	9	5	3	5	11	2
ENSMUSG00000112250.1	0	0	0	0	0	0
ENSMUSG00000112251.1	0	0	0	0	0	0
ENSMUSG00000112252.1	3	5	2	4	5	5
ENSMUSG00000112253.1	0	0	0	0	0	0
ENSMUSG00000112254.1	66	37	45	47	33	47
ENSMUSG00000112255.1	6	11	4	7	7	12
ENSMUSG00000112256.1	0	0	0	1	0	2
ENSMUSG00000112257.1	0	0	0	0	0	0
ENSMUSG00000112258.1	0	0	0	0	0	0
ENSMUSG00000112259.1	0	0	0	5	0	0
ENSMUSG00000112260.1	0	0	0	0	0	0
ENSMUSG00000112261.1	356	340	114	293	321	145
ENSMUSG00000112262.1	0	0	0	0	0	0
ENSMUSG00000112263.1	0	0	1	0	0	1
ENSMUSG00000112264.1	0	0	0	0	0	0
ENSMUSG00000112265.1	0	0	0	0	0	1
ENSMUSG00000112266.1	0	0	1	0	0	0
ENSMUSG00000112267.1	4	10	2	5	5	5
ENSMUSG00000112268.1	0	0	0	0	0	0
ENSMUSG00000112269.1	0	2	2	1	4	1
ENSMUSG00000112270.1	0	0	0	0	0	0
ENSMUSG00000112271.1	1	2	0	1	0	1
ENSMUSG00000112272.1	0	0	1	1	1	0
ENSMUSG00000112273.1	1	1	0	0	0	0
ENSMUSG00000112274.1	108	62	84	123	40	107
ENSMUSG00000112275.1	0	0	0	0	0	0
ENSMUSG00000112276.1	1	1	0	2	2	1
ENSMUSG00000112277.1	0	0	0	0	0	0
ENSMUSG00000112278.1	90	55	89	95	62	119
ENSMUSG00000112279.1	6	2	4	2	3	13
ENSMUSG00000112280.1	229	172	247	169	163	234
ENSMUSG00000112281.1	0	0	0	0	0	0
ENSMUSG00000112282.1	0	0	1	0	0	0
ENSMUSG00000112283.1	0	0	0	0	0	0
ENSMUSG00000112284.1	0	0	0	0	0	0
ENSMUSG00000112285.1	0	0	0	0	0	0
ENSMUSG00000112286.1	42	42	15	52	42	12
ENSMUSG00000112287.1	26	15	33	12	11	25
ENSMUSG00000112288.1	0	1	0	0	1	0
ENSMUSG00000112289.1	5	29	1	9	21	6
ENSMUSG00000112290.1	0	0	2	0	0	0
ENSMUSG00000112291.1	0	0	1	1	0	2
ENSMUSG00000112292.1	0	0	0	0	0	0
ENSMUSG00000112293.1	0	0	0	0	0	0
ENSMUSG00000112294.1	6	9	10	10	6	7
ENSMUSG00000112295.1	0	0	0	0	0	0
ENSMUSG00000112296.1	0	0	0	0	0	0
ENSMUSG00000112297.1	1	1	1	4	5	8
ENSMUSG00000112298.1	17	9	8	9	13	11
ENSMUSG00000112299.1	0	0	0	0	0	0
ENSMUSG00000112300.1	48	19	74	43	17	59
ENSMUSG00000112301.1	43	26	39	47	22	58
ENSMUSG00000112302.1	208	117	180	162	122	235
ENSMUSG00000112303.1	0	0	0	0	0	0
ENSMUSG00000112304.1	0	0	1	0	0	0
ENSMUSG00000112305.1	0	0	0	0	0	0
ENSMUSG00000112306.1	1	0	2	1	1	0
ENSMUSG00000112307.1	0	0	0	0	0	0
ENSMUSG00000112308.1	6	4	6	4	2	4
ENSMUSG00000112309.1	37	40	11	23	34	18
ENSMUSG00000112310.1	0	0	0	0	0	0
ENSMUSG00000112311.1	10	11	4	6	2	1
ENSMUSG00000112312.1	0	0	0	0	0	0
ENSMUSG00000112313.1	2	5	2	4	2	1
ENSMUSG00000112314.1	0	0	0	3	1	0
ENSMUSG00000112315.1	0	0	0	0	0	0
ENSMUSG00000112316.1	0	0	0	0	0	0
ENSMUSG00000112317.1	30	25	17	17	16	19
ENSMUSG00000112318.1	0	0	0	0	0	0
ENSMUSG00000112319.1	0	0	0	1	1	0
ENSMUSG00000112320.1	0	0	0	0	0	1
ENSMUSG00000112321.1	0	0	0	0	0	0
ENSMUSG00000112322.1	0	0	0	0	0	0
ENSMUSG00000112323.1	0	0	0	1	0	0
ENSMUSG00000112324.1	32	24	41	33	29	30
ENSMUSG00000112325.1	0	0	0	0	0	0
ENSMUSG00000112326.1	0	0	0	0	0	0
ENSMUSG00000112327.1	0	0	0	0	0	0
ENSMUSG00000112328.1	1	0	0	0	0	0
ENSMUSG00000112329.1	0	0	0	0	0	0
ENSMUSG00000112330.1	0	0	0	0	0	0
ENSMUSG00000112331.1	7	2	3	4	7	7
ENSMUSG00000112332.1	93	110	85	56	57	74
ENSMUSG00000112333.1	0	0	0	0	0	0
ENSMUSG00000112334.1	0	0	0	0	0	0
ENSMUSG00000112335.1	0	0	0	0	0	0
ENSMUSG00000112336.1	27	13	22	27	8	23
ENSMUSG00000112337.1	0	0	0	0	0	0
ENSMUSG00000112338.1	1	1	1	0	0	1
ENSMUSG00000112339.1	0	0	0	0	0	0
ENSMUSG00000112340.1	0	0	0	0	0	0
ENSMUSG00000112341.1	14	7	5	10	14	6
ENSMUSG00000112342.1	0	0	0	0	0	0
ENSMUSG00000112343.1	0	0	0	0	0	0
ENSMUSG00000112344.1	0	0	0	0	0	0
ENSMUSG00000112345.1	0	0	1	0	0	0
ENSMUSG00000112346.1	34	32	27	29	33	43
ENSMUSG00000112347.1	21	19	28	28	27	41
ENSMUSG00000112348.1	6	9	12	13	3	17
ENSMUSG00000112349.1	0	0	0	0	0	0
ENSMUSG00000112350.1	11	5	23	27	7	26
ENSMUSG00000112351.1	0	0	0	0	0	0
ENSMUSG00000112352.1	71	36	96	84	35	108
ENSMUSG00000112353.1	0	0	0	0	0	0
ENSMUSG00000112354.1	0	0	0	0	1	0
ENSMUSG00000112355.1	0	1	0	0	0	0
ENSMUSG00000112357.1	0	0	0	0	0	0
ENSMUSG00000112358.1	57	57	51	48	65	53
ENSMUSG00000112359.1	0	0	0	0	0	0
ENSMUSG00000112360.1	0	0	0	0	0	0
ENSMUSG00000112361.1	0	0	0	0	0	0
ENSMUSG00000112362.1	0	0	0	0	0	0
ENSMUSG00000112363.1	0	0	0	0	0	0
ENSMUSG00000112364.1	0	0	0	0	0	0
ENSMUSG00000112365.1	11	6	8	6	4	9
ENSMUSG00000112366.1	0	0	0	0	1	0
ENSMUSG00000112367.1	0	0	0	0	0	0
ENSMUSG00000112368.1	89	56	87	95	45	104
ENSMUSG00000112369.1	0	1	0	0	1	0
ENSMUSG00000112370.1	0	0	1	0	0	0
ENSMUSG00000112371.1	0	2	0	0	1	0
ENSMUSG00000112372.1	0	2	0	0	1	0
ENSMUSG00000112373.1	0	0	0	0	0	0
ENSMUSG00000112374.1	0	0	0	0	0	0
ENSMUSG00000112375.1	113	84	84	104	82	85
ENSMUSG00000112376.1	0	0	0	0	0	0
ENSMUSG00000112377.1	0	0	0	0	0	0
ENSMUSG00000112378.1	0	0	0	0	0	0
ENSMUSG00000112379.1	0	0	0	0	0	0
ENSMUSG00000112380.1	0	0	0	0	0	0
ENSMUSG00000112381.1	13	19	15	11	18	9
ENSMUSG00000112382.1	0	0	0	0	0	0
ENSMUSG00000112383.1	0	0	0	0	0	0
ENSMUSG00000112384.1	1	1	0	0	0	0
ENSMUSG00000112385.1	0	0	0	0	0	0
ENSMUSG00000112386.1	0	0	0	0	0	0
ENSMUSG00000112387.1	0	0	0	0	0	0
ENSMUSG00000112388.1	12	30	22	16	18	28
ENSMUSG00000112389.1	0	0	0	0	0	1
ENSMUSG00000112390.1	0	0	0	0	0	0
ENSMUSG00000112391.1	1	0	0	0	1	3
ENSMUSG00000112392.1	12	14	5	10	29	5
ENSMUSG00000112393.1	22	15	19	21	19	24
ENSMUSG00000112394.1	0	0	0	0	0	0
ENSMUSG00000112395.1	2	0	1	1	2	1
ENSMUSG00000112396.1	0	0	0	0	0	0
ENSMUSG00000112397.1	0	0	1	1	1	2
ENSMUSG00000112398.1	0	0	0	0	0	0
ENSMUSG00000112399.1	0	0	0	0	0	0
ENSMUSG00000112400.1	120	334	45	119	290	69
ENSMUSG00000112401.1	0	0	1	0	0	0
ENSMUSG00000112402.1	0	0	0	0	0	0
ENSMUSG00000112403.1	0	0	0	0	0	0
ENSMUSG00000112404.1	0	0	0	0	0	0
ENSMUSG00000112405.1	0	0	0	0	0	0
ENSMUSG00000112406.1	0	0	1	0	0	0
ENSMUSG00000112407.1	0	0	1	0	1	0
ENSMUSG00000112408.1	0	0	0	0	0	0
ENSMUSG00000112409.1	0	0	0	0	0	0
ENSMUSG00000112410.1	0	0	0	0	0	0
ENSMUSG00000112411.1	30	19	17	13	3	14
ENSMUSG00000112412.1	2	0	0	1	0	0
ENSMUSG00000112413.1	16	14	8	9	3	15
ENSMUSG00000112414.1	0	0	0	0	0	0
ENSMUSG00000112415.1	0	0	0	0	0	0
ENSMUSG00000112416.1	0	0	0	0	0	0
ENSMUSG00000112417.1	0	0	0	0	0	0
ENSMUSG00000112418.1	0	0	0	0	0	0
ENSMUSG00000112419.1	0	0	0	0	0	0
ENSMUSG00000112420.1	0	2	0	0	1	0
ENSMUSG00000112421.1	0	0	1	5	0	2
ENSMUSG00000112422.1	0	0	0	0	1	0
ENSMUSG00000112423.1	1	0	0	1	0	0
ENSMUSG00000112424.1	3	2	2	4	2	2
ENSMUSG00000112425.1	0	0	0	0	0	0
ENSMUSG00000112426.1	6	6	7	10	8	4
ENSMUSG00000112427.1	0	0	0	0	0	0
ENSMUSG00000112428.1	4	5	1	3	2	0
ENSMUSG00000112429.1	6	2	4	2	0	9
ENSMUSG00000112430.1	1	0	0	1	2	0
ENSMUSG00000112431.1	0	0	0	0	0	0
ENSMUSG00000112432.1	0	0	0	0	0	0
ENSMUSG00000112433.1	59	22	63	42	5	58
ENSMUSG00000112434.1	0	0	0	0	0	0
ENSMUSG00000112435.1	0	0	0	0	0	0
ENSMUSG00000112436.1	0	0	0	0	0	0
ENSMUSG00000112437.1	30	10	22	28	13	32
ENSMUSG00000112438.1	0	0	0	0	0	0
ENSMUSG00000112439.1	0	0	0	0	0	0
ENSMUSG00000112440.1	0	0	0	0	0	1
ENSMUSG00000112441.1	39	40	36	45	70	60
ENSMUSG00000112442.1	0	0	0	0	0	0
ENSMUSG00000112443.1	0	0	0	0	0	0
ENSMUSG00000112444.1	2	1	3	0	1	3
ENSMUSG00000112445.1	0	0	0	0	0	0
ENSMUSG00000112446.1	0	0	0	0	0	0
ENSMUSG00000112447.1	0	0	0	0	0	0
ENSMUSG00000112448.1	0	0	0	0	0	0
ENSMUSG00000112449.1	3	1	5	2	4	2
ENSMUSG00000112450.1	0	0	0	1	0	0
ENSMUSG00000112451.1	0	0	0	0	0	0
ENSMUSG00000112452.1	0	0	0	0	0	0
ENSMUSG00000112453.1	0	0	0	0	0	0
ENSMUSG00000112454.1	0	0	0	0	0	0
ENSMUSG00000112455.1	0	0	0	0	0	0
ENSMUSG00000112456.1	0	0	0	0	0	0
ENSMUSG00000112457.1	0	0	0	0	0	0
ENSMUSG00000112458.1	90	52	56	123	53	120
ENSMUSG00000112459.1	0	0	0	0	0	0
ENSMUSG00000112460.1	0	0	0	0	0	0
ENSMUSG00000112461.1	0	0	0	0	0	0
ENSMUSG00000112462.1	23	26	16	29	15	24
ENSMUSG00000112463.1	0	0	0	0	0	0
ENSMUSG00000112464.1	0	0	0	0	0	0
ENSMUSG00000112465.1	0	0	0	0	0	0
ENSMUSG00000112466.1	0	0	0	0	0	0
ENSMUSG00000112467.1	0	0	0	0	0	0
ENSMUSG00000112468.1	0	0	0	0	0	0
ENSMUSG00000112469.1	0	0	0	0	0	0
ENSMUSG00000112470.1	0	0	0	0	0	0
ENSMUSG00000112471.1	2	3	1	1	2	2
ENSMUSG00000112472.1	0	0	0	0	0	0
ENSMUSG00000112473.1	0	0	0	0	0	0
ENSMUSG00000112474.1	275	210	231	321	172	196
ENSMUSG00000112475.1	0	0	0	0	0	0
ENSMUSG00000112476.1	0	0	0	0	0	0
ENSMUSG00000112477.1	0	1	0	0	0	0
ENSMUSG00000112478.1	348	196	443	346	222	405
ENSMUSG00000112479.1	0	0	0	0	0	0
ENSMUSG00000112480.1	0	0	0	0	0	0
ENSMUSG00000112481.1	0	1	0	1	4	0
ENSMUSG00000112482.1	0	0	0	0	0	0
ENSMUSG00000112483.1	5	4	0	2	3	1
ENSMUSG00000112484.1	0	0	0	0	0	0
ENSMUSG00000112485.1	0	0	0	0	0	0
ENSMUSG00000112486.1	0	0	0	0	0	0
ENSMUSG00000112487.1	0	0	0	0	0	0
ENSMUSG00000112488.1	0	0	0	0	0	0
ENSMUSG00000112489.1	7	4	3	2	6	5
ENSMUSG00000112490.1	0	0	0	0	0	0
ENSMUSG00000112491.1	2	2	14	5	7	11
ENSMUSG00000112492.1	10	0	1	2	2	7
ENSMUSG00000112493.1	0	0	0	1	1	0
ENSMUSG00000112494.1	0	0	0	0	0	0
ENSMUSG00000112495.1	0	0	0	0	0	0
ENSMUSG00000112496.2	0	0	0	0	0	0
ENSMUSG00000112497.1	0	0	0	0	0	0
ENSMUSG00000112498.1	0	0	0	0	0	0
ENSMUSG00000112499.1	0	0	0	0	0	0
ENSMUSG00000112500.1	1	1	3	2	0	1
ENSMUSG00000112501.1	0	2	0	0	2	1
ENSMUSG00000112502.1	0	0	0	0	0	0
ENSMUSG00000112503.1	0	0	0	0	0	0
ENSMUSG00000112504.1	0	0	0	0	0	0
ENSMUSG00000112505.1	1	5	1	1	4	4
ENSMUSG00000112506.1	0	0	0	0	0	0
ENSMUSG00000112507.1	0	0	0	0	0	0
ENSMUSG00000112509.1	0	0	0	1	0	0
ENSMUSG00000112510.1	0	0	0	0	0	0
ENSMUSG00000112511.1	0	0	0	0	0	0
ENSMUSG00000112512.1	1	0	0	0	1	0
ENSMUSG00000112513.1	0	0	0	0	0	0
ENSMUSG00000112514.1	0	0	0	0	0	0
ENSMUSG00000112515.1	25	16	20	18	16	20
ENSMUSG00000112516.1	0	0	0	0	0	0
ENSMUSG00000112517.1	1	1	3	1	2	4
ENSMUSG00000112518.1	0	3	0	4	6	2
ENSMUSG00000112519.1	0	0	0	1	1	0
ENSMUSG00000112520.1	0	0	0	0	0	0
ENSMUSG00000112521.1	0	0	0	0	0	0
ENSMUSG00000112522.1	0	0	0	0	0	0
ENSMUSG00000112523.1	31	14	14	44	11	14
ENSMUSG00000112524.1	0	0	0	0	0	0
ENSMUSG00000112525.1	0	0	0	0	0	0
ENSMUSG00000112526.1	1	0	0	0	0	0
ENSMUSG00000112527.1	16	38	9	21	22	16
ENSMUSG00000112528.1	1	1	1	3	0	0
ENSMUSG00000112529.1	0	0	0	0	0	0
ENSMUSG00000112530.1	0	0	0	0	0	0
ENSMUSG00000112531.1	0	0	0	0	0	0
ENSMUSG00000112532.1	149	45	312	204	65	368
ENSMUSG00000112533.1	0	0	0	0	0	2
ENSMUSG00000112534.1	0	0	0	0	0	0
ENSMUSG00000112535.1	7	4	0	6	1	8
ENSMUSG00000112536.1	0	0	0	0	0	0
ENSMUSG00000112537.1	0	0	0	0	0	0
ENSMUSG00000112538.1	0	0	0	0	0	0
ENSMUSG00000112539.1	0	0	0	3	0	0
ENSMUSG00000112540.1	0	0	0	1	0	0
ENSMUSG00000112541.1	0	0	0	0	0	0
ENSMUSG00000112542.1	0	0	0	0	0	0
ENSMUSG00000112543.1	0	0	0	0	0	0
ENSMUSG00000112544.1	3	0	1	2	1	1
ENSMUSG00000112545.1	72	46	80	75	25	83
ENSMUSG00000112546.1	40	54	23	35	54	32
ENSMUSG00000112547.1	7	12	9	7	5	11
ENSMUSG00000112548.1	0	0	0	0	0	0
ENSMUSG00000112549.1	101	149	43	117	138	43
ENSMUSG00000112550.1	104	87	68	112	78	109
ENSMUSG00000112551.1	0	0	0	0	0	0
ENSMUSG00000112552.1	1	1	1	0	0	0
ENSMUSG00000112553.1	0	0	3	1	0	0
ENSMUSG00000112554.1	0	0	0	0	0	0
ENSMUSG00000112555.1	1	0	2	0	0	2
ENSMUSG00000112556.1	0	0	0	0	0	0
ENSMUSG00000112557.1	0	0	0	0	0	0
ENSMUSG00000112558.1	3	0	0	3	0	2
ENSMUSG00000112559.1	0	0	0	0	0	0
ENSMUSG00000112560.1	0	0	0	0	0	0
ENSMUSG00000112561.1	0	0	0	0	0	0
ENSMUSG00000112562.1	0	0	0	0	0	0
ENSMUSG00000112563.1	0	0	0	0	0	0
ENSMUSG00000112564.1	0	4	0	1	1	0
ENSMUSG00000112565.1	0	0	0	0	0	0
ENSMUSG00000112566.1	0	0	0	0	0	0
ENSMUSG00000112567.1	81	87	71	83	62	70
ENSMUSG00000112568.1	0	0	0	0	0	0
ENSMUSG00000112569.1	2	4	0	4	5	2
ENSMUSG00000112570.1	0	0	0	0	0	0
ENSMUSG00000112571.1	2	1	0	0	1	2
ENSMUSG00000112572.1	1	0	0	1	0	0
ENSMUSG00000112573.1	0	0	0	0	0	0
ENSMUSG00000112574.1	28	23	12	20	20	23
ENSMUSG00000112575.1	0	0	0	0	0	0
ENSMUSG00000112576.1	1	1	0	1	0	0
ENSMUSG00000112577.1	0	0	0	0	0	0
ENSMUSG00000112578.1	0	0	0	0	0	0
ENSMUSG00000112579.1	0	0	0	0	0	0
ENSMUSG00000112580.1	0	0	0	1	0	0
ENSMUSG00000112581.1	2	1	0	3	1	2
ENSMUSG00000112582.1	0	0	0	0	0	0
ENSMUSG00000112583.1	0	0	0	0	0	0
ENSMUSG00000112584.1	0	0	0	0	0	0
ENSMUSG00000112585.1	0	0	0	0	0	0
ENSMUSG00000112586.1	0	0	0	2	0	1
ENSMUSG00000112587.1	0	0	0	0	0	0
ENSMUSG00000112588.1	0	0	0	0	0	0
ENSMUSG00000112589.1	0	0	0	0	0	0
ENSMUSG00000112590.1	0	0	0	0	0	0
ENSMUSG00000112591.1	0	0	0	0	0	0
ENSMUSG00000112592.1	26	13	18	13	7	34
ENSMUSG00000112593.1	3	2	7	7	5	2
ENSMUSG00000112594.1	0	0	0	0	0	0
ENSMUSG00000112595.1	0	0	0	0	0	0
ENSMUSG00000112596.1	49	12	36	47	18	40
ENSMUSG00000112597.1	1	0	2	0	2	3
ENSMUSG00000112598.1	0	0	0	0	0	0
ENSMUSG00000112599.1	0	0	0	1	0	0
ENSMUSG00000112600.1	0	0	0	0	0	0
ENSMUSG00000112601.1	0	0	0	1	0	0
ENSMUSG00000112602.1	0	0	0	0	0	0
ENSMUSG00000112603.1	0	0	0	0	0	0
ENSMUSG00000112604.1	0	0	0	0	0	0
ENSMUSG00000112605.1	61	41	52	46	29	46
ENSMUSG00000112606.1	0	0	0	0	0	0
ENSMUSG00000112607.1	0	0	0	1	0	0
ENSMUSG00000112608.1	0	1	0	0	0	0
ENSMUSG00000112609.1	0	0	1	0	0	0
ENSMUSG00000112610.1	0	0	0	0	0	0
ENSMUSG00000112611.1	0	2	0	2	1	1
ENSMUSG00000112612.1	1	1	0	0	0	0
ENSMUSG00000112613.1	0	0	0	0	0	0
ENSMUSG00000112614.1	9	11	0	7	3	3
ENSMUSG00000112615.1	0	2	1	0	1	3
ENSMUSG00000112616.1	3	1	2	0	0	1
ENSMUSG00000112617.1	0	0	0	0	0	0
ENSMUSG00000112618.1	0	0	0	5	0	4
ENSMUSG00000112619.1	0	0	0	0	0	0
ENSMUSG00000112620.1	0	0	0	0	0	0
ENSMUSG00000112621.1	9	7	5	6	7	4
ENSMUSG00000112622.1	0	2	0	0	0	0
ENSMUSG00000112623.1	0	0	0	0	0	0
ENSMUSG00000112624.1	0	0	0	0	0	0
ENSMUSG00000112625.1	0	0	0	0	0	0
ENSMUSG00000112626.1	0	0	0	0	0	0
ENSMUSG00000112627.1	337	188	316	339	188	370
ENSMUSG00000112628.1	0	0	0	0	0	0
ENSMUSG00000112629.1	0	0	0	0	0	0
ENSMUSG00000112630.1	1	0	0	0	0	0
ENSMUSG00000112631.1	0	0	0	0	0	0
ENSMUSG00000112632.1	1	1	0	0	2	0
ENSMUSG00000112633.1	0	0	0	0	0	0
ENSMUSG00000112634.1	0	2	0	0	2	0
ENSMUSG00000112635.1	0	0	0	0	0	0
ENSMUSG00000112636.1	0	0	0	0	0	0
ENSMUSG00000112637.1	1	11	11	0	8	0
ENSMUSG00000112638.1	0	0	0	0	0	0
ENSMUSG00000112639.1	124	125	137	156	97	151
ENSMUSG00000112640.1	131	126	104	121	95	128
ENSMUSG00000112641.1	1	1	3	5	1	4
ENSMUSG00000112642.1	0	0	1	1	2	2
ENSMUSG00000112643.1	0	0	0	0	0	1
ENSMUSG00000112644.1	0	0	0	0	0	0
ENSMUSG00000112645.1	0	0	0	2	0	0
ENSMUSG00000112646.1	1	1	0	0	3	0
ENSMUSG00000112647.1	0	0	0	0	0	0
ENSMUSG00000112648.1	0	0	0	0	0	0
ENSMUSG00000112649.1	2	0	0	1	2	3
ENSMUSG00000112650.1	1	2	0	2	1	2
ENSMUSG00000112651.1	0	0	0	0	0	0
ENSMUSG00000112652.1	1	5	1	1	2	2
ENSMUSG00000112653.1	0	0	0	0	0	0
ENSMUSG00000112654.1	0	1	0	1	0	1
ENSMUSG00000112655.1	5	3	3	1	1	4
ENSMUSG00000112656.1	0	0	0	1	0	1
ENSMUSG00000112657.1	6	1	15	5	2	15
ENSMUSG00000112658.1	0	0	0	0	0	0
ENSMUSG00000112659.1	0	0	0	0	0	0
ENSMUSG00000112660.1	0	0	0	0	0	0
ENSMUSG00000112661.1	0	0	0	0	0	0
ENSMUSG00000112662.1	26	6	46	40	6	49
ENSMUSG00000112663.1	0	0	0	0	0	0
ENSMUSG00000112664.1	1	0	0	0	0	0
ENSMUSG00000112665.1	0	0	0	0	0	0
ENSMUSG00000112666.1	1	0	2	0	1	1
ENSMUSG00000112667.1	0	0	0	0	0	0
ENSMUSG00000112668.1	0	0	0	0	0	0
ENSMUSG00000112669.1	1	1	0	0	0	0
ENSMUSG00000112670.1	28	28	20	26	29	21
ENSMUSG00000112671.1	0	0	0	0	0	0
ENSMUSG00000112672.1	0	0	0	0	0	0
ENSMUSG00000112673.1	23	25	25	32	20	14
ENSMUSG00000112674.1	0	0	0	0	0	0
ENSMUSG00000112675.1	0	0	1	1	0	0
ENSMUSG00000112676.1	0	0	0	1	0	0
ENSMUSG00000112677.1	0	0	0	0	0	0
ENSMUSG00000112678.1	0	0	0	0	0	0
ENSMUSG00000112679.1	0	0	0	0	0	1
ENSMUSG00000112680.1	0	0	0	0	0	0
ENSMUSG00000112681.1	0	0	0	0	0	1
ENSMUSG00000112682.1	0	0	0	0	0	0
ENSMUSG00000112683.1	0	0	0	0	0	1
ENSMUSG00000112684.1	1	2	2	0	2	1
ENSMUSG00000112685.1	0	1	0	0	0	0
ENSMUSG00000112686.1	0	0	0	0	0	0
ENSMUSG00000112687.1	0	0	0	0	0	0
ENSMUSG00000112688.1	0	0	0	0	0	0
ENSMUSG00000112689.1	2	1	1	0	1	0
ENSMUSG00000112690.1	0	0	0	1	0	1
ENSMUSG00000112691.1	0	0	1	1	0	1
ENSMUSG00000112692.1	0	0	0	0	0	0
ENSMUSG00000112693.1	46	42	36	33	38	27
ENSMUSG00000112694.1	2	1	1	1	5	1
ENSMUSG00000112696.1	0	0	0	0	0	0
ENSMUSG00000112697.1	0	0	2	0	0	0
ENSMUSG00000112698.1	0	0	0	0	0	0
ENSMUSG00000112699.1	0	0	0	0	0	0
ENSMUSG00000112700.1	0	0	0	0	0	0
ENSMUSG00000112701.1	0	0	0	0	0	0
ENSMUSG00000112702.1	0	0	0	0	0	0
ENSMUSG00000112703.1	0	0	0	0	0	0
ENSMUSG00000112704.1	0	0	0	0	0	0
ENSMUSG00000112705.1	2	9	6	1	14	2
ENSMUSG00000112706.1	0	0	0	0	0	0
ENSMUSG00000112707.1	0	0	0	1	0	0
ENSMUSG00000112708.1	0	0	0	0	1	0
ENSMUSG00000112709.1	0	0	0	0	0	0
ENSMUSG00000112710.1	0	0	0	0	1	0
ENSMUSG00000112711.1	13	2	0	3	3	2
ENSMUSG00000112712.1	1	0	6	3	1	0
ENSMUSG00000112713.1	0	0	0	0	0	0
ENSMUSG00000112714.1	26	44	20	31	43	26
ENSMUSG00000112715.1	0	0	0	0	0	0
ENSMUSG00000112716.1	8	3	2	8	4	15
ENSMUSG00000112717.1	0	0	0	0	0	0
ENSMUSG00000112718.1	0	0	0	0	0	0
ENSMUSG00000112719.1	5	6	6	9	5	8
ENSMUSG00000112720.1	0	0	0	0	0	0
ENSMUSG00000112721.1	0	0	0	0	0	0
ENSMUSG00000112722.1	0	0	0	0	0	0
ENSMUSG00000112723.1	0	0	0	0	0	0
ENSMUSG00000112724.1	0	0	0	0	0	0
ENSMUSG00000112725.1	3	3	2	3	5	2
ENSMUSG00000112726.1	0	0	0	0	0	0
ENSMUSG00000112727.1	7	4	2	3	2	4
ENSMUSG00000112728.1	1	2	1	1	2	3
ENSMUSG00000112729.1	0	0	0	0	0	0
ENSMUSG00000112730.1	0	0	0	0	0	0
ENSMUSG00000112731.1	0	0	0	0	0	1
