GeneID	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	mESC_EPZ_rep1	mESC_EPZ_rep2	mESC_EPZ_rep3
ENSMUSG00000078924.1	0	1	0	0	0	0
ENSMUSG00000078925.11	131	18	210	92	13	174
ENSMUSG00000078926.8	0	4	0	2	0	1
ENSMUSG00000078931.4	32	15	30	14	25	27
ENSMUSG00000078932.8	209	193	79	270	277	118
ENSMUSG00000078934.4	0	0	0	0	0	0
ENSMUSG00000078935.1	0	0	0	0	0	0
ENSMUSG00000078937.8	32	24	41	33	34	49
ENSMUSG00000078938.9	175	146	48	255	160	97
ENSMUSG00000078940.8	0	0	0	0	0	0
ENSMUSG00000078941.9	3472	3076	2577	3902	3106	3692
ENSMUSG00000078942.10	5	2	5	3	6	3
ENSMUSG00000078945.10	1	1	2	1	1	1
ENSMUSG00000078949.2	3	12	7	21	20	17
ENSMUSG00000078952.9	20246	21858	7702	17080	17987	8477
ENSMUSG00000078953.1	0	0	0	0	0	0
ENSMUSG00000078954.9	2724	1539	3104	3420	1519	4311
ENSMUSG00000078955.3	0	0	0	1	2	0
ENSMUSG00000078956.3	11	66	11	3	22	5
ENSMUSG00000078957.3	1	2	3	0	0	0
ENSMUSG00000078958.9	1	1	0	3	4	1
ENSMUSG00000078962.4	0	0	0	0	0	0
ENSMUSG00000078963.2	130	56	114	134	62	162
ENSMUSG00000078964.2	0	1	0	0	0	0
ENSMUSG00000078965.5	89	94	65	78	94	48
ENSMUSG00000078967.5	42	25	17	31	32	22
ENSMUSG00000078970.5	4153	3231	2894	4415	2837	3729
ENSMUSG00000078972.1	0	0	3	3	3	2
ENSMUSG00000078974.10	15046	11484	10884	16188	9587	16233
ENSMUSG00000078982.3	0	0	0	0	0	0
ENSMUSG00000078984.1	0	0	0	0	0	0
ENSMUSG00000078994.9	1062	736	789	1010	624	1062
ENSMUSG00000078995.10	293	206	261	367	195	383
ENSMUSG00000078998.3	0	0	0	0	0	0
ENSMUSG00000079000.3	59	33	38	41	35	55
ENSMUSG00000079001.1	0	0	0	0	0	0
ENSMUSG00000079003.2	10289	10233	7416	10161	9160	8514
ENSMUSG00000079005.3	0	0	0	0	1	0
ENSMUSG00000079006.3	1	1	0	0	0	0
ENSMUSG00000079007.4	0	0	0	0	0	0
ENSMUSG00000079008.2	916	918	509	713	759	579
ENSMUSG00000079009.8	759	747	455	749	627	569
ENSMUSG00000079010.1	0	0	0	0	0	0
ENSMUSG00000079011.9	0	0	0	2	0	0
ENSMUSG00000079012.11	558	856	307	485	683	270
ENSMUSG00000079013.2	0	0	0	0	0	0
ENSMUSG00000079014.4	56	36	13	64	53	28
ENSMUSG00000079015.2	0	0	0	0	0	0
ENSMUSG00000079016.1	0	0	0	0	0	0
ENSMUSG00000079017.3	376	84	463	436	101	639
ENSMUSG00000079018.10	10	9	11	40	18	22
ENSMUSG00000079019.2	90	105	82	81	65	101
ENSMUSG00000079020.9	13172	10658	11800	12774	8877	12555
ENSMUSG00000079022.10	470	250	625	579	217	690
ENSMUSG00000079024.2	0	0	0	0	0	0
ENSMUSG00000079025.9	0	0	0	0	0	0
ENSMUSG00000079029.2	3	2	2	14	11	4
ENSMUSG00000079031.1	5	0	2	6	0	2
ENSMUSG00000079033.10	582	519	446	654	532	528
ENSMUSG00000079034.2	1	2	0	7	3	1
ENSMUSG00000079036.10	5638	4689	4118	5489	4051	4942
ENSMUSG00000079037.9	14342	4483	18729	15033	4249	19856
ENSMUSG00000079038.3	254	205	202	267	211	257
ENSMUSG00000079039.1	0	2	0	0	0	0
ENSMUSG00000079042.10	1971	2206	1739	2841	3311	3467
ENSMUSG00000079043.2	1882	1645	1663	1557	1325	1554
ENSMUSG00000079045.3	2	0	6	2	3	2
ENSMUSG00000079048.8	0	0	0	0	0	0
ENSMUSG00000079049.9	6	7	5	2	1	6
ENSMUSG00000079051.5	25	13	19	37	11	24
ENSMUSG00000079053.3	0	0	0	0	0	0
ENSMUSG00000079055.10	38	56	28	35	52	41
ENSMUSG00000079056.12	470	317	472	586	352	642
ENSMUSG00000079057.4	88	57	186	145	94	273
ENSMUSG00000079058.3	0	0	0	0	0	0
ENSMUSG00000079061.3	12	14	11	17	13	17
ENSMUSG00000079064.2	0	0	0	0	0	0
ENSMUSG00000079065.3	802	587	631	683	503	767
ENSMUSG00000079067.5	67	51	69	83	44	69
ENSMUSG00000079069.1	0	0	0	1	1	2
ENSMUSG00000079070.10	0	0	0	0	0	0
ENSMUSG00000079071.2	1	3	4	0	6	3
ENSMUSG00000079076.2	2	0	1	1	0	1
ENSMUSG00000079083.3	2400	1547	1859	2331	1431	2479
ENSMUSG00000079084.10	489	504	460	529	452	542
ENSMUSG00000079091.1	0	0	0	0	0	0
ENSMUSG00000079092.4	50	104	68	37	104	52
ENSMUSG00000079093.2	0	0	0	0	0	0
ENSMUSG00000079101.3	9	5	14	12	7	13
ENSMUSG00000079103.2	1	2	4	2	2	5
ENSMUSG00000079104.4	4004	3294	2821	3955	3251	3430
ENSMUSG00000079105.4	20	39	5	16	38	9
ENSMUSG00000079108.6	1299	843	1026	1343	829	1253
ENSMUSG00000079109.11	2590	1758	1952	2651	1616	2339
ENSMUSG00000079110.11	2	3	2	8	6	15
ENSMUSG00000079111.3	16261	11737	14341	14989	9422	15261
ENSMUSG00000079112.1	0	0	0	0	1	0
ENSMUSG00000079113.3	0	0	0	0	1	0
ENSMUSG00000079114.3	0	0	0	0	0	0
ENSMUSG00000079116.1	0	0	0	0	0	0
ENSMUSG00000079120.3	0	0	0	0	0	0
ENSMUSG00000079137.3	120	107	115	105	78	83
ENSMUSG00000079138.3	2	1	2	0	2	5
ENSMUSG00000079139.4	6121	4674	4704	6761	4615	5451
ENSMUSG00000079140.3	3	0	2	1	0	3
ENSMUSG00000079143.3	0	0	0	0	0	0
ENSMUSG00000079144.7	1673	1151	1322	1711	1100	1647
ENSMUSG00000079146.2	0	0	0	1	0	0
ENSMUSG00000079156.11	0	0	0	0	0	0
ENSMUSG00000079157.4	2	4	3	0	10	2
ENSMUSG00000079162.8	0	0	0	0	1	0
ENSMUSG00000079163.3	0	0	0	0	0	1
ENSMUSG00000079164.8	43	46	36	108	38	150
ENSMUSG00000079165.10	2	1	0	0	0	0
ENSMUSG00000079168.4	0	0	0	0	0	0
ENSMUSG00000079169.3	0	0	0	0	0	0
ENSMUSG00000079170.3	0	0	0	0	0	0
ENSMUSG00000079171.3	0	0	0	0	0	0
ENSMUSG00000079173.11	42	13	48	82	37	83
ENSMUSG00000079174.3	0	0	0	0	0	0
ENSMUSG00000079175.1	0	0	0	0	0	0
ENSMUSG00000079177.4	30	27	37	26	22	48
ENSMUSG00000079179.9	3019	2192	2470	2801	1863	2652
ENSMUSG00000079180.4	0	0	0	0	0	0
ENSMUSG00000079183.2	0	0	0	0	0	0
ENSMUSG00000079184.10	12413	9578	8831	12123	9206	10383
ENSMUSG00000079186.3	1	1	1	2	3	3
ENSMUSG00000079197.10	8933	4335	10094	9844	4580	12475
ENSMUSG00000079215.8	12769	8435	10558	12784	8324	12679
ENSMUSG00000079223.3	2	1	2	0	0	1
ENSMUSG00000079224.5	35	23	28	35	24	26
ENSMUSG00000079225.3	1114	1196	875	1314	1160	1006
ENSMUSG00000079227.10	0	1	1	0	1	2
ENSMUSG00000079230.1	0	0	0	0	0	0
ENSMUSG00000079235.10	88	63	70	180	55	134
ENSMUSG00000079242.2	200	138	186	167	132	220
ENSMUSG00000079243.3	6	5	7	7	2	9
ENSMUSG00000079244.3	17	9	5	21	12	6
ENSMUSG00000079247.2	0	0	0	0	0	0
ENSMUSG00000079258.1	0	0	0	2	1	1
ENSMUSG00000079259.2	25174	20767	20541	23836	19974	22967
ENSMUSG00000079260.3	491	476	406	434	422	408
ENSMUSG00000079261.2	0	0	0	0	1	0
ENSMUSG00000079262.3	1	1	0	0	0	0
ENSMUSG00000079263.8	0	0	0	0	1	0
ENSMUSG00000079264.1	0	0	2	0	0	0
ENSMUSG00000079265.10	1	0	0	0	3	0
ENSMUSG00000079266.2	0	0	0	0	0	0
ENSMUSG00000079267.9	8	9	3	4	16	1
ENSMUSG00000079269.2	0	0	0	0	0	0
ENSMUSG00000079271.4	0	0	0	0	0	0
ENSMUSG00000079272.2	0	0	0	0	0	0
ENSMUSG00000079273.2	0	0	0	0	0	0
ENSMUSG00000079276.4	0	0	0	0	0	0
ENSMUSG00000079277.9	0	0	0	0	0	0
ENSMUSG00000079278.1	3	4	1	5	7	1
ENSMUSG00000079283.2	496	489	429	558	456	674
ENSMUSG00000079286.1	11	9	5	4	6	4
ENSMUSG00000079293.11	3	3	2	3	0	0
ENSMUSG00000079295.5	0	0	0	0	0	0
ENSMUSG00000079297.4	163	134	147	220	162	153
ENSMUSG00000079298.9	0	1	0	0	0	0
ENSMUSG00000079299.3	0	0	0	0	2	0
ENSMUSG00000079304.5	8	5	3	7	1	8
ENSMUSG00000079311.1	67	45	42	65	45	50
ENSMUSG00000079316.10	5452	4657	4214	5964	4516	5896
ENSMUSG00000079317.10	1081	738	801	1211	778	1198
ENSMUSG00000079323.9	3	11	2	10	10	14
ENSMUSG00000079324.11	0	0	0	0	0	0
ENSMUSG00000079330.8	2119	1450	1928	2473	1433	2788
ENSMUSG00000079333.3	0	0	0	0	0	0
ENSMUSG00000079334.8	2914	1123	2994	3424	1238	3743
ENSMUSG00000079339.6	4	3	4	4	3	10
ENSMUSG00000079342.10	0	0	0	0	0	0
ENSMUSG00000079343.4	37	73	30	67	71	51
ENSMUSG00000079344.10	1	0	0	0	0	0
ENSMUSG00000079346.3	0	0	0	0	0	1
ENSMUSG00000079349.9	0	0	0	1	0	0
ENSMUSG00000079350.2	0	0	0	0	3	0
ENSMUSG00000079353.2	0	0	0	0	0	0
ENSMUSG00000079355.5	3503	951	6414	1584	672	3839
ENSMUSG00000079356.9	11	5	11	11	6	16
ENSMUSG00000079357.8	2	1	1	3	1	3
ENSMUSG00000079359.2	0	0	0	0	0	0
ENSMUSG00000079362.5	0	0	0	0	0	0
ENSMUSG00000079363.7	85	142	96	84	149	116
ENSMUSG00000079364.3	93	93	75	92	86	103
ENSMUSG00000079371.9	8	2	2	4	2	2
ENSMUSG00000079374.2	0	0	0	0	0	0
ENSMUSG00000079378.8	1	0	2	0	0	0
ENSMUSG00000079379.2	0	1	0	0	0	0
ENSMUSG00000079380.4	0	0	0	0	0	0
ENSMUSG00000079382.2	0	0	0	0	0	0
ENSMUSG00000079383.9	20	6	21	18	18	24
ENSMUSG00000079386.8	49	20	35	24	17	52
ENSMUSG00000079387.10	8	4	5	14	13	10
ENSMUSG00000079388.9	73	38	101	59	44	53
ENSMUSG00000079389.10	0	0	0	0	1	0
ENSMUSG00000079391.10	35	20	51	49	26	40
ENSMUSG00000079392.3	0	0	0	0	0	0
ENSMUSG00000079395.3	0	0	0	0	0	0
ENSMUSG00000079396.4	71	35	62	50	41	77
ENSMUSG00000079402.9	0	0	0	0	0	0
ENSMUSG00000079407.9	4	2	2	3	6	2
ENSMUSG00000079409.8	0	0	0	0	0	1
ENSMUSG00000079410.4	323	188	308	290	171	279
ENSMUSG00000079414.2	134	75	166	143	84	231
ENSMUSG00000079415.2	29	18	29	24	26	26
ENSMUSG00000079416.1	1	0	0	0	0	0
ENSMUSG00000079418.3	691	463	498	728	451	674
ENSMUSG00000079419.4	0	0	3	0	1	2
ENSMUSG00000079421.8	0	0	0	1	0	4
ENSMUSG00000079423.6	0	0	0	0	0	0
ENSMUSG00000079424.8	0	0	0	0	0	0
ENSMUSG00000079426.13	10363	7791	8864	12331	7548	12283
ENSMUSG00000079427.10	216	176	227	296	197	280
ENSMUSG00000079428.8	300	163	263	321	176	384
ENSMUSG00000079429.9	0	6	1	1	4	4
ENSMUSG00000079432.1	0	1	0	0	0	0
ENSMUSG00000079433.1	0	0	0	0	0	0
ENSMUSG00000079434.8	0	0	0	0	0	0
ENSMUSG00000079435.9	77842	55174	52865	75691	46401	65121
ENSMUSG00000079436.3	0	1	4	0	1	0
ENSMUSG00000079438.1	1	0	0	0	0	0
ENSMUSG00000079439.1	1	0	0	0	0	0
ENSMUSG00000079440.2	0	0	0	0	0	0
ENSMUSG00000079442.12	1765	1291	1402	1581	1255	1596
ENSMUSG00000079444.9	1	2	4	4	1	2
ENSMUSG00000079445.3	17190	13617	15440	14568	10979	15002
ENSMUSG00000079450.11	195	90	176	173	103	226
ENSMUSG00000079451.9	2	1	0	0	2	0
ENSMUSG00000079455.9	6	1	0	5	3	1
ENSMUSG00000079457.9	0	9	0	1	5	0
ENSMUSG00000079460.11	0	0	0	2	0	1
ENSMUSG00000079462.1	0	0	0	0	0	0
ENSMUSG00000079465.8	2	10	18	13	3	11
ENSMUSG00000079466.2	3	2	2	7	1	1
ENSMUSG00000079467.8	62	21	53	64	41	74
ENSMUSG00000079469.10	3187	2568	2518	2709	2147	2756
ENSMUSG00000079470.8	5720	3033	5348	5888	3227	6704
ENSMUSG00000079471.4	801	1987	254	552	1505	274
ENSMUSG00000079476.1	3	1	4	1	0	3
ENSMUSG00000079477.9	19423	13436	15688	22419	14893	20344
ENSMUSG00000079478.8	3214	2788	2342	3930	2777	3084
ENSMUSG00000079479.2	160	248	70	225	242	124
ENSMUSG00000079480.3	1804	1421	1291	1826	1370	1795
ENSMUSG00000079481.11	61	64	70	83	58	100
ENSMUSG00000079484.12	196	161	250	217	106	277
ENSMUSG00000079487.11	6273	4213	6001	5853	3738	7325
ENSMUSG00000079491.9	370	329	256	382	384	323
ENSMUSG00000079492.2	1	4	1	4	1	3
ENSMUSG00000079494.2	0	1	0	0	0	0
ENSMUSG00000079495.2	0	0	0	0	0	0
ENSMUSG00000079497.4	28	26	18	37	29	41
ENSMUSG00000079499.9	9	0	9	4	1	4
ENSMUSG00000079501.3	85	94	83	91	77	28
ENSMUSG00000079502.8	121	130	75	141	118	90
ENSMUSG00000079505.2	118	71	157	132	89	261
ENSMUSG00000079507.10	0	5	6	1	5	4
ENSMUSG00000079508.8	2062	1567	1612	2246	1498	2101
ENSMUSG00000079509.10	5681	3759	5107	5574	3519	6331
ENSMUSG00000079511.8	66	39	54	74	48	66
ENSMUSG00000079513.1	0	0	0	0	0	0
ENSMUSG00000079516.2	0	0	0	1	0	0
ENSMUSG00000079519.2	0	0	0	0	0	0
ENSMUSG00000079521.2	0	0	0	0	0	0
ENSMUSG00000079522.2	0	0	0	0	0	0
ENSMUSG00000079523.8	44153	32161	39570	54952	31254	63323
ENSMUSG00000079524.2	0	0	1	0	0	0
ENSMUSG00000079525.1	0	0	0	0	0	0
ENSMUSG00000079528.9	2	0	0	0	0	0
ENSMUSG00000079531.1	0	0	2	1	0	3
ENSMUSG00000079532.1	0	0	0	0	0	0
ENSMUSG00000079534.1	5	1	2	3	0	10
ENSMUSG00000079536.1	24	19	7	30	32	17
ENSMUSG00000079539.2	1	1	0	0	0	0
ENSMUSG00000079542.3	0	0	0	0	0	0
ENSMUSG00000079543.3	0	0	0	0	0	0
ENSMUSG00000079544.2	0	0	0	0	0	0
ENSMUSG00000079546.1	0	0	0	0	0	0
ENSMUSG00000079547.3	365	282	281	398	257	354
ENSMUSG00000079550.9	161	66	192	201	45	221
ENSMUSG00000079553.10	20877	14849	19161	21478	13561	20556
ENSMUSG00000079554.2	18	22	11	10	12	8
ENSMUSG00000079555.2	3802	2804	2629	3957	2664	3497
ENSMUSG00000079557.10	2273	1813	1867	2470	1627	2530
ENSMUSG00000079559.4	41	17	51	98	48	99
ENSMUSG00000079560.13	13	12	14	18	16	20
ENSMUSG00000079562.7	12113	7992	10571	14479	8383	13747
ENSMUSG00000079563.9	7	2	21	20	2	32
ENSMUSG00000079564.3	0	0	0	0	0	0
ENSMUSG00000079566.1	0	0	0	0	0	0
ENSMUSG00000079575.3	155	144	69	156	152	77
ENSMUSG00000079577.1	0	0	0	0	0	0
ENSMUSG00000079578.1	0	0	0	0	0	0
ENSMUSG00000079579.3	2	0	1	1	0	3
ENSMUSG00000079580.8	23	9	25	25	5	26
ENSMUSG00000079583.9	0	0	0	0	0	0
ENSMUSG00000079584.2	40	38	12	36	51	24
ENSMUSG00000079588.3	1	1	0	0	0	0
ENSMUSG00000079592.9	0	0	0	0	0	0
ENSMUSG00000079593.9	0	0	0	1	0	0
ENSMUSG00000079594.2	0	0	0	0	1	0
ENSMUSG00000079595.2	0	0	0	0	0	0
ENSMUSG00000079597.2	0	0	0	1	0	0
ENSMUSG00000079598.3	42	25	12	34	36	33
ENSMUSG00000079600.2	0	0	0	0	0	0
ENSMUSG00000079602.2	1	0	1	0	0	0
ENSMUSG00000079603.3	1	0	0	3	2	1
ENSMUSG00000079604.9	0	0	1	0	0	0
ENSMUSG00000079605.4	0	0	0	0	0	0
ENSMUSG00000079606.1	0	2	0	1	2	2
ENSMUSG00000079608.10	227	144	183	239	171	275
ENSMUSG00000079610.9	715	567	610	732	523	694
ENSMUSG00000079614.3	14340	15017	10770	13890	15310	13148
ENSMUSG00000079619.2	0	0	0	0	0	0
ENSMUSG00000079620.13	5	9	1	6	13	9
ENSMUSG00000079625.2	3	2	1	3	0	5
ENSMUSG00000079626.2	26	26	8	53	48	13
ENSMUSG00000079627.2	0	1	2	5	5	2
ENSMUSG00000079628.3	2	7	1	4	11	6
ENSMUSG00000079629.5	3	3	0	3	2	0
ENSMUSG00000079630.2	0	0	0	0	1	0
ENSMUSG00000079633.3	0	0	1	4	0	8
ENSMUSG00000079635.2	1	0	0	1	1	2
ENSMUSG00000079636.11	0	0	0	0	0	0
ENSMUSG00000079637.10	0	0	0	0	0	1
ENSMUSG00000079638.8	1	0	0	1	0	0
ENSMUSG00000079639.4	0	0	0	0	2	0
ENSMUSG00000079641.3	68596	53139	47447	63598	40182	69255
ENSMUSG00000079642.2	0	0	0	0	0	0
ENSMUSG00000079644.2	4	3	7	2	3	5
ENSMUSG00000079645.2	116	90	89	78	57	136
ENSMUSG00000079649.3	0	0	0	0	0	0
ENSMUSG00000079652.8	149	101	119	142	89	196
ENSMUSG00000079654.3	79	119	59	115	129	97
ENSMUSG00000079655.9	0	0	0	0	0	0
ENSMUSG00000079657.10	261	255	194	238	201	195
ENSMUSG00000079658.9	12671	8647	9625	13204	8371	12402
ENSMUSG00000079659.5	1005	858	926	1055	703	963
ENSMUSG00000079666.8	9	4	1	3	2	1
ENSMUSG00000079669.2	7	1	4	8	2	6
ENSMUSG00000079671.8	3	0	4	1	2	2
ENSMUSG00000079677.2	74	74	116	106	62	84
ENSMUSG00000079679.3	0	0	0	0	2	1
ENSMUSG00000079681.3	2	2	0	2	1	1
ENSMUSG00000079685.10	561	773	358	546	669	408
ENSMUSG00000079693.3	0	0	1	0	0	0
ENSMUSG00000079694.2	0	0	0	0	0	0
ENSMUSG00000079697.1	26	9	11	31	19	21
ENSMUSG00000079698.6	0	0	0	0	0	0
ENSMUSG00000079699.2	0	0	0	0	0	0
ENSMUSG00000079700.7	0	0	0	0	0	0
ENSMUSG00000079701.7	0	0	0	0	0	0
ENSMUSG00000079702.5	0	0	0	0	0	0
ENSMUSG00000079703.12	0	0	0	0	0	0
ENSMUSG00000079704.2	0	0	0	0	0	0
ENSMUSG00000079705.4	0	0	0	0	0	0
ENSMUSG00000079707.10	1	1	0	0	0	0
ENSMUSG00000079710.10	1	1	3	0	0	0
ENSMUSG00000079711.4	39	29	12	46	36	23
ENSMUSG00000079722.2	4	2	2	4	2	4
ENSMUSG00000079737.4	405	350	263	431	301	348
ENSMUSG00000079740.1	0	0	0	0	0	0
ENSMUSG00000079741.5	8	33	6	11	25	4
ENSMUSG00000079806.2	0	0	0	0	0	0
ENSMUSG00000079842.1	0	0	0	0	0	0
ENSMUSG00000079845.8	22	8	10	38	22	23
ENSMUSG00000079852.4	0	0	0	0	0	0
ENSMUSG00000079853.5	0	0	0	0	0	0
ENSMUSG00000079871.4	31	68	11	24	66	20
ENSMUSG00000079875.5	0	0	0	0	0	0
ENSMUSG00000079884.6	189	160	202	237	128	202
ENSMUSG00000079889.4	11	16	17	15	15	23
ENSMUSG00000079890.2	0	0	0	0	0	0
ENSMUSG00000079892.2	0	0	0	0	0	0
ENSMUSG00000079893.3	0	0	0	0	0	0
ENSMUSG00000079906.2	1	4	0	0	1	0
ENSMUSG00000079915.2	11	5	5	0	6	5
ENSMUSG00000079941.1	433	412	336	502	378	338
ENSMUSG00000079942.5	408	299	310	455	269	371
ENSMUSG00000079962.2	8	16	14	15	12	7
ENSMUSG00000079963.2	0	0	0	0	0	0
ENSMUSG00000079965.2	21	32	33	32	26	19
ENSMUSG00000079966.2	34	36	21	30	36	21
ENSMUSG00000079988.2	27	15	16	17	4	14
ENSMUSG00000079993.2	0	3	0	0	0	0
ENSMUSG00000079998.2	0	0	0	0	0	0
ENSMUSG00000080002.2	159	132	133	178	96	133
ENSMUSG00000080006.4	183	167	144	212	97	203
ENSMUSG00000080021.5	21	20	50	45	21	33
ENSMUSG00000080046.2	0	0	0	0	0	0
ENSMUSG00000080050.2	0	0	0	0	0	0
ENSMUSG00000080051.2	0	0	0	0	0	0
ENSMUSG00000080054.3	100	113	118	110	63	85
ENSMUSG00000080057.2	0	0	0	0	0	0
ENSMUSG00000080058.2	36	23	46	47	21	64
ENSMUSG00000080059.4	131	77	100	86	74	122
ENSMUSG00000080065.2	0	0	0	0	0	0
ENSMUSG00000080069.2	12	5	1	22	16	4
ENSMUSG00000080071.2	0	0	0	0	0	0
ENSMUSG00000080072.2	0	0	0	0	0	0
ENSMUSG00000080073.2	0	0	0	0	0	0
ENSMUSG00000080076.4	9	11	5	8	6	4
ENSMUSG00000080078.2	4	1	3	2	1	2
ENSMUSG00000080115.3	38	23	40	32	22	20
ENSMUSG00000080142.2	0	0	0	0	0	0
ENSMUSG00000080152.4	1	0	0	2	1	1
ENSMUSG00000080155.2	0	0	0	0	0	0
ENSMUSG00000080158.2	0	0	0	0	0	0
ENSMUSG00000080175.2	0	0	0	0	0	0
ENSMUSG00000080180.3	0	0	0	0	0	0
ENSMUSG00000080186.2	0	0	0	0	2	0
ENSMUSG00000080193.2	0	0	0	0	0	0
ENSMUSG00000080198.2	97	86	96	118	92	130
ENSMUSG00000080205.2	21	14	17	30	12	33
ENSMUSG00000080222.2	0	0	0	0	0	0
ENSMUSG00000080223.2	0	0	0	0	0	0
ENSMUSG00000080227.2	0	0	0	2	0	0
ENSMUSG00000080237.2	8	3	11	4	3	7
ENSMUSG00000080241.3	68	42	21	66	36	34
ENSMUSG00000080242.5	216	181	232	243	156	206
ENSMUSG00000080250.2	0	0	0	0	0	0
ENSMUSG00000080254.4	1	2	3	8	2	1
ENSMUSG00000080266.2	0	0	0	0	0	0
ENSMUSG00000080268.3	2954	2166	2658	3424	1843	3186
ENSMUSG00000080283.2	0	0	0	0	0	0
ENSMUSG00000080298.2	0	0	0	0	0	0
ENSMUSG00000080299.2	0	0	0	0	0	0
ENSMUSG00000080300.4	0	0	0	0	0	0
ENSMUSG00000080303.2	5	10	5	4	5	3
ENSMUSG00000080316.11	2553	1521	3012	2165	1177	2860
ENSMUSG00000080317.2	0	0	0	0	0	0
ENSMUSG00000080321.2	0	0	0	0	1	0
ENSMUSG00000080330.1	0	0	0	0	0	0
ENSMUSG00000080331.1	0	0	0	0	0	0
ENSMUSG00000080334.1	8	7	5	3	2	3
ENSMUSG00000080336.1	0	0	0	0	0	0
ENSMUSG00000080342.1	0	0	0	0	0	0
ENSMUSG00000080345.3	0	0	0	0	0	0
ENSMUSG00000080346.1	0	0	0	0	0	0
ENSMUSG00000080347.1	0	0	0	0	0	0
ENSMUSG00000080348.1	0	0	0	0	0	0
ENSMUSG00000080349.1	0	0	0	0	0	0
ENSMUSG00000080350.1	0	0	0	0	0	0
ENSMUSG00000080352.1	0	0	0	0	0	0
ENSMUSG00000080356.1	0	0	0	0	0	0
ENSMUSG00000080358.1	0	0	0	0	0	0
ENSMUSG00000080359.2	0	0	0	0	0	0
ENSMUSG00000080360.1	0	0	0	0	0	0
ENSMUSG00000080363.1	0	0	0	0	0	0
ENSMUSG00000080364.1	425	365	310	413	300	347
ENSMUSG00000080365.1	20	12	10	19	13	23
ENSMUSG00000080366.1	0	0	0	0	1	0
ENSMUSG00000080367.1	0	0	0	0	0	0
ENSMUSG00000080368.1	0	0	0	0	0	0
ENSMUSG00000080370.1	18	16	15	7	8	9
ENSMUSG00000080374.1	3	7	6	7	9	10
ENSMUSG00000080378.1	0	0	0	0	0	0
ENSMUSG00000080380.1	0	0	0	0	0	0
ENSMUSG00000080383.1	0	0	0	0	0	0
ENSMUSG00000080384.1	12	5	2	3	5	4
ENSMUSG00000080391.1	0	0	0	0	0	0
ENSMUSG00000080394.2	0	0	0	0	0	0
ENSMUSG00000080396.1	1	0	0	1	2	1
ENSMUSG00000080401.1	0	0	0	0	0	0
ENSMUSG00000080402.1	0	0	0	0	0	0
ENSMUSG00000080405.1	2	2	0	0	1	1
ENSMUSG00000080406.1	0	0	0	0	0	0
ENSMUSG00000080408.1	0	0	0	0	0	0
ENSMUSG00000080409.1	0	0	0	0	0	0
ENSMUSG00000080410.2	0	0	0	0	0	0
ENSMUSG00000080411.1	0	0	0	0	0	0
ENSMUSG00000080412.1	0	0	0	0	0	0
ENSMUSG00000080413.1	0	0	0	0	0	0
ENSMUSG00000080415.1	1	0	0	0	0	0
ENSMUSG00000080419.1	0	0	0	0	0	0
ENSMUSG00000080424.1	0	0	0	0	0	0
ENSMUSG00000080425.1	0	0	0	0	0	0
ENSMUSG00000080427.1	0	0	0	0	0	0
ENSMUSG00000080428.1	0	0	0	0	0	0
ENSMUSG00000080430.1	0	0	0	0	0	0
ENSMUSG00000080432.1	0	0	0	0	0	0
ENSMUSG00000080434.1	0	0	0	0	0	0
ENSMUSG00000080437.1	0	0	0	0	0	0
ENSMUSG00000080440.1	7	3	1	1	2	1
ENSMUSG00000080441.1	0	0	0	0	0	0
ENSMUSG00000080443.1	0	0	0	1	0	0
ENSMUSG00000080451.1	0	0	0	0	0	0
ENSMUSG00000080452.3	0	0	0	0	0	0
ENSMUSG00000080454.3	3	1	2	4	5	2
ENSMUSG00000080455.1	0	0	0	0	0	0
ENSMUSG00000080459.1	2	3	2	0	1	1
ENSMUSG00000080461.1	2	3	1	1	0	3
ENSMUSG00000080463.1	0	0	0	0	0	0
ENSMUSG00000080465.1	67	66	37	44	52	54
ENSMUSG00000080468.2	3	0	1	0	0	0
ENSMUSG00000080469.1	25	11	15	19	11	26
ENSMUSG00000080473.1	0	0	0	0	0	0
ENSMUSG00000080474.1	0	0	0	0	0	0
ENSMUSG00000080476.1	1	2	1	1	1	0
ENSMUSG00000080478.1	12	14	6	9	8	7
ENSMUSG00000080480.1	0	0	0	0	0	0
ENSMUSG00000080485.2	0	1	2	0	3	1
ENSMUSG00000080486.1	0	0	0	0	0	0
ENSMUSG00000080487.1	0	0	0	0	0	0
ENSMUSG00000080495.1	0	0	0	0	0	0
ENSMUSG00000080498.2	0	0	0	0	0	0
ENSMUSG00000080499.1	0	0	0	0	0	0
ENSMUSG00000080500.1	4	2	0	0	6	2
ENSMUSG00000080504.1	1	0	1	0	0	0
ENSMUSG00000080506.1	0	1	0	0	0	0
ENSMUSG00000080507.2	0	2	0	0	0	0
ENSMUSG00000080508.1	0	0	0	0	0	0
ENSMUSG00000080511.1	0	0	0	0	0	0
ENSMUSG00000080515.1	0	0	0	0	0	0
ENSMUSG00000080516.1	0	0	0	0	0	0
ENSMUSG00000080517.1	0	0	0	0	0	0
ENSMUSG00000080518.1	0	0	0	0	0	0
ENSMUSG00000080519.1	0	0	0	0	0	0
ENSMUSG00000080522.1	0	0	0	0	0	0
ENSMUSG00000080524.1	0	0	0	0	0	0
ENSMUSG00000080526.1	0	0	0	0	0	0
